203	1568.5	1578.5	75.079	49.194	4.59	3.64	0	0	375.2	2.078	31.092	123	68	0.8	0.93	71	0
204	1578.5	1601.8	75.228	56.33	3.145	2.87	0	0	375.7	2.14	33.2	123	68	0.8	0.93	71	0
205	1604.4	1608.9	79.855	49.918	4.806	3.46	0	0	374.299	2.148	31.16	123	68	0.8	1.02	71	0
206	1619.6	1639.6	79.373	46.213	6.034	4.502	0	0	352.651	2.17	32.17	123	68	0.8	1.01	71	0
207	1653.1	1660	72.323	43.256	5.487	3.92	0	0	361.561	2.123	29.779	123	68	0.8	0.88	71	0
208	1697.5	1723.5	83.772	54.881	4	3.28	0	0	346.015	2.183	30.037	123	68	0.8	1.09	71	0
209	1730	1761	73.8	58.06	4.22	3.57	0	0	338.8	2.27	29.022	123	68	0.8	0.91	71	0
219	1592	1598	74.4	38.6	11.47	0	0	8.418	340	0	0	0	0	0	0	0	0
220	1614	1621	67	38.07	8.83	0	0	4.125	350	0	0	0	0	0	0	0	0
223	1905	1917	45	47.5	5.6	7.84	6.4	5.785	401	0	27.3	93	55	0.8	0.54	67.5	0
224	1926	1934	60.56	56.1	5.1	3.9	5.6	4.83	374	0	29.53	93	55	0.8	0.95	67.5	0
239	1653.5	1668.5	65.5	34.78	6.3	5.8	7.3	7.98	350	2.213	33.13	90	58	0.8	1.03	60.3	0
246	1610.3	1616.9	65.11	47.74	7.3	4.4	7.9	0	364	2.154	37.42	95	55	0.8	1.05	60.6	0
255	1780.3	1790	59.402	21.35	5.183	4.385	5.7	0	354.75	2.19	30.73	95	55	0.8	0.91	60.6	0
256	1811	1823	59.785	37.44	5.212	4.524	5.66	0	350	2.16	33	95	55	0.8	0.92	60.6	0
