dep	LLD	HAC	gr	sp	rmn	rmg
1410.25	2.139	332.584	126.198	68.179	1.821	1.831
1410.375	1.788	323.434	124.339	68.122	1.821	1.801
1410.5	1.85301	343.747	114.186	67.986	1.735	1.952
1410.625	2.55101	339.903	104.964	67.864	1.77801	2.01201
1410.75	3.648	270.152	93.174	67.645	6.14104	6.54505
1410.875	3.962	167.597	88.854	67.489	9.73397	10.836
1411	4.66401	225.296	90.899	67.266	3.48898	4.21797
1411.125	5.514	277.906	96.4491	67.14	2.163	2.37499
1411.25	3.95099	258.24	106.65	67.002	2.80401	2.40502
1411.375	2.912	230.333	112.873	66.948	3.83098	4.27898
1411.5	2.526	353.06	118.789	66.916	2.206	2.164
1411.625	2.617	362.216	120.41	66.92	2.077	2.073
1411.75	2.211	357.756	120.792	66.945	1.778	1.65
1411.875	2.109	307.885	119.852	66.965	1.992	1.982
1412	2.413	306.799	118.618	66.994	1.992	1.74101
1412.125	2.89901	300.535	118.334	67.013	2.334	2.164
1412.25	3.359	271.429	117.398	67.047	2.97601	3.1
1412.375	3.185	273.663	117.428	67.077	3.275	3.01
1412.5	2.981	358.516	118.951	67.14	2.24799	2.25399
1412.625	2.726	410.977	121.088	67.195	1.735	1.801
1412.75	2.218	342.309	124.404	67.297	1.65	1.741
1412.875	2.01	323.014	125.359	67.376	1.564	1.589
1413	2.168	331.372	125.531	67.509	1.735	1.741
1413.125	2.249	332.16	124.632	67.605	1.778	1.831
1413.25	2.309	319.93	121.665	67.755	1.735	1.801
1413.375	2.357	324.923	119.621	67.854	1.692	1.771
1413.5	2.337	341.982	117.224	67.993	1.65	1.831
1413.625	2.3	326.177	116.05	68.075	1.607	1.65
1413.75	2.249	346.545	116.65	68.177	1.478	1.529
1413.875	2.261	322.055	118.103	68.229	1.692	1.741
1414	2.22	342.583	119.375	68.283	1.65	1.68
1414.125	2.33	346.224	119.743	68.307	1.65	1.71
1414.25	2.554	347.839	118.215	68.325	1.735	1.68
1414.375	2.724	322.764	116.689	68.327	1.863	1.77101
1414.5	2.835	276.143	117.474	68.312	2.334	2.284
1414.625	2.778	287.998	119.113	68.29	2.035	2.34499
1414.75	2.568	339.695	121.867	68.233	1.778	1.741
1414.875	2.359	369.527	122.968	68.18	1.735	1.71
1415	2.292	336.51	122.144	68.085	1.735	1.71
1415.125	2.444	317.281	120.935	68.017	1.863	1.952
1415.25	2.772	276.84	119.49	67.927	2.633	2.64701
1415.375	2.833	256.927	119.621	67.882	2.89	3.19099
1415.5	2.857	326.773	121.403	67.854	2.54799	2.97899
1415.625	2.793	357.432	122.666	67.865	1.778	1.861
1415.75	2.416	331.177	124.215	67.927	1.735	1.741
1415.875	2.325	357.249	124.71	67.995	1.735	1.801
1416	2.374	363.677	124.842	68.13	1.735	1.801
1416.125	2.424	342.17	125.045	68.234	1.607	1.741
1416.25	2.425	338.006	124.777	68.398	1.906	1.952
1416.375	2.428	345.131	124.458	68.506	1.821	1.801
1416.5	2.31	366.596	124.753	68.653	1.735	1.831
1416.625	2.184	334.186	124.824	68.734	1.735	1.922
1416.75	2.112	335.232	124.281	68.82	1.521	1.378
1416.875	2.097	342.5	123.031	68.853	1.564	1.71
1417	2.203	331.975	120.619	68.866	1.778	1.861
1417.125	2.334	314.461	119.714	68.856	1.821	1.892
1417.25	2.555	303.212	119.283	68.828	2.291	2.375
1417.375	2.682	331.08	119.791	68.809	2.163	2.224
1417.5	2.831	353.509	120.233	68.815	2.077	2.133
1417.625	2.771	348.03	119.857	68.829	1.992	2.012
1417.75	2.621	335.259	120.03	68.866	2.035	2.133
1417.875	2.586	329.718	120.719	68.9	2.035	2.073
1418	2.541	337.099	122.082	68.945	1.863	1.922
1418.125	2.503	322.123	123.037	68.974	1.992	1.952
1418.25	2.605	334.166	123.781	69.024	1.949	1.922
1418.375	2.624	320.917	123.814	69.061	2.077	1.952
1418.5	2.642	317.247	123.301	69.124	2.163	2.345
1418.625	2.684	337.676	122.464	69.172	1.992	2.012
1418.75	2.655	327.531	121.651	69.254	1.863	1.952
1418.875	2.513	321.849	122.064	69.311	1.906	2.012
1419	2.365	324.98	123.004	69.397	1.949	2.012
1419.125	2.149	337.744	122.716	69.446	1.863	2.012
1419.25	2.015	338.637	119.88	69.501	1.735	2.012
1419.375	2.383	351.24	114.937	69.518	1.735	1.952
1419.5	2.756	316.813	105.681	69.514	2.54802	2.46602
1419.625	2.829	255.794	101.156	69.494	4.30201	4.18801
1419.75	3.495	262.972	98.772	69.445	2.88999	3.43299
1419.875	3.746	315.21	101.297	69.408	2.20601	2.315
